word,rank,zipf,frequency,char_length,vowel_count,max_repeated_run,max_consonant_run,confusable_count,confusable_ratio,pronounceable,cl100k_tokens,o200k_tokens,shared_single_token,commonness_score,tokenizer_fit_score,readability_score,pronounceability_score,ambiguity_penalty,composite_score
lin,9241,3.8,0.00000630957344480193,3,1,1,1,2,0.67,false,1,1,true,2.86,30,10,16,-6,52.86
luggage,9242,3.8,0.00000630957344480193,7,3,2,2,1,0.14,true,2,2,false,2.86,10,24,22,0,58.86
lyon,9243,3.8,0.00000630957344480193,4,2,1,1,2,0.5,true,2,2,false,2.86,10,24,22,-6,52.86
madame,9244,3.8,0.00000630957344480193,6,3,1,1,0,0,true,2,2,false,2.86,10,24,22,0,58.86
maggie,9245,3.8,0.00000630957344480193,6,3,2,2,1,0.17,true,3,3,false,2.86,2,24,22,0,50.86
marion,9246,3.8,0.00000630957344480193,6,3,1,1,2,0.33,true,2,2,false,2.86,10,24,22,0,58.86
mel,9247,3.8,0.00000630957344480193,3,1,1,1,1,0.33,false,1,1,true,2.86,30,10,16,0,58.86
melting,9248,3.8,0.00000630957344480193,7,2,1,2,2,0.29,true,2,2,false,2.86,10,24,22,0,58.86
messaging,9249,3.8,0.00000630957344480193,9,3,2,2,1,0.11,true,2,2,false,2.86,10,18,22,0,52.86
microwave,9250,3.8,0.00000630957344480193,9,4,1,2,2,0.22,true,2,2,false,2.85,10,18,22,0,52.85
midwest,9251,3.8,0.00000630957344480193,7,2,1,2,1,0.14,true,2,2,false,2.85,10,24,22,0,58.85
minimize,9252,3.8,0.00000630957344480193,8,4,1,1,3,0.38,true,2,2,false,2.85,10,24,22,0,58.85
modi,9253,3.8,0.00000630957344480193,4,2,1,1,2,0.5,true,2,2,false,2.85,10,24,22,-6,52.85
morocco,9254,3.8,0.00000630957344480193,7,3,2,2,3,0.43,true,2,2,false,2.85,10,24,22,0,58.85
natalie,9255,3.8,0.00000630957344480193,7,4,1,1,2,0.29,true,2,3,false,2.85,6,24,22,0,54.85
ops,9256,3.8,0.00000630957344480193,3,1,1,2,1,0.33,false,1,1,true,2.85,30,10,16,0,58.85
organisms,9257,3.8,0.00000630957344480193,9,3,1,3,2,0.22,true,1,2,false,2.85,14,18,22,0,56.85
originated,9258,3.8,0.00000630957344480193,10,5,1,1,3,0.3,true,2,2,false,2.85,10,18,22,0,52.85
ounce,9259,3.8,0.00000630957344480193,5,3,1,2,1,0.2,true,1,1,true,2.85,30,24,22,0,78.85
pablo,9260,3.8,0.00000630957344480193,5,2,1,2,2,0.4,true,2,2,false,2.85,10,24,22,-4,54.85
peel,9261,3.8,0.00000630957344480193,4,2,2,1,1,0.25,true,2,2,false,2.85,10,24,22,0,58.85
pensions,9262,3.8,0.00000630957344480193,8,3,1,2,2,0.25,true,2,2,false,2.85,10,24,22,0,58.85
performer,9263,3.8,0.00000630957344480193,9,3,1,2,1,0.11,true,2,2,false,2.85,10,18,22,0,52.85
picnic,9264,3.8,0.00000630957344480193,6,2,1,2,2,0.33,true,2,2,false,2.85,10,24,22,0,58.85
pins,9265,3.8,0.00000630957344480193,4,1,1,2,1,0.25,true,1,1,true,2.85,30,24,22,0,78.85
practitioners,9266,3.8,0.00000630957344480193,13,5,1,2,3,0.23,false,4,4,false,2.85,-6,10,16,0,22.85
predominantly,9267,3.8,0.00000630957344480193,13,5,1,3,3,0.23,false,3,3,false,2.85,2,10,16,0,30.85
primitive,9268,3.8,0.00000630957344480193,9,4,1,2,3,0.33,true,1,1,true,2.84,30,18,22,0,72.84
providence,9269,3.8,0.00000630957344480193,10,4,1,2,2,0.2,true,2,2,false,2.84,10,18,22,0,52.84
psychic,9270,3.8,0.00000630957344480193,7,2,1,2,1,0.14,true,2,2,false,2.84,10,24,22,0,58.84
psychologist,9271,3.8,0.00000630957344480193,12,4,1,2,4,0.33,true,2,2,false,2.84,10,18,16,0,46.84
puppet,9272,3.8,0.00000630957344480193,6,2,2,2,0,0,true,2,2,false,2.84,10,24,22,0,58.84
reproductive,9273,3.8,0.00000630957344480193,12,5,1,2,2,0.17,true,2,2,false,2.84,10,18,16,0,46.84
requesting,9274,3.8,0.00000630957344480193,10,4,1,2,1,0.1,true,2,2,false,2.84,10,18,22,0,52.84
responds,9275,3.8,0.00000630957344480193,8,2,1,3,1,0.13,true,2,2,false,2.84,10,24,22,0,58.84
restrict,9276,3.8,0.00000630957344480193,8,2,1,3,1,0.13,true,1,1,true,2.84,30,24,22,0,78.84
retiring,9277,3.8,0.00000630957344480193,8,3,1,2,2,0.25,true,2,2,false,2.84,10,24,22,0,58.84
retrieved,9278,3.8,0.00000630957344480193,9,4,1,2,1,0.11,true,3,2,false,2.84,6,18,22,0,48.84
ribs,9279,3.8,0.00000630957344480193,4,1,1,2,1,0.25,true,2,2,false,2.84,10,24,22,0,58.84
righteous,9280,3.8,0.00000630957344480193,9,4,1,3,2,0.22,true,2,2,false,2.84,10,18,22,0,52.84
rivalry,9281,3.8,0.00000630957344480193,7,3,1,2,2,0.29,true,3,3,false,2.84,2,24,22,0,50.84
rosa,9282,3.8,0.00000630957344480193,4,2,1,1,1,0.25,true,2,1,false,2.84,14,24,22,0,62.84
royalty,9283,3.8,0.00000630957344480193,7,4,1,2,2,0.29,true,2,2,false,2.84,10,24,22,0,58.84
sandra,9284,3.8,0.00000630957344480193,6,2,1,3,0,0,true,2,2,false,2.84,10,24,22,0,58.84
sausage,9285,3.8,0.00000630957344480193,7,4,1,1,0,0,true,2,2,false,2.84,10,24,22,0,58.84
seize,9286,3.8,0.00000630957344480193,5,3,1,1,1,0.2,true,2,2,false,2.84,10,24,22,0,58.84
sim,9287,3.8,0.00000630957344480193,3,1,1,1,1,0.33,false,1,1,true,2.83,30,10,16,0,58.83
skeleton,9288,3.8,0.00000630957344480193,8,3,1,2,2,0.25,true,2,2,false,2.83,10,24,22,0,58.83
spicy,9289,3.8,0.00000630957344480193,5,2,1,2,1,0.2,true,2,2,false,2.83,10,24,22,0,58.83
sticky,9290,3.8,0.00000630957344480193,6,2,1,2,1,0.17,true,1,1,true,2.83,30,24,22,0,78.83
sting,9291,3.8,0.00000630957344480193,5,1,1,2,1,0.2,true,2,1,false,2.83,14,24,22,0,62.83
sufficiently,9292,3.8,0.00000630957344480193,12,5,2,3,3,0.25,true,3,3,false,2.83,2,18,16,0,38.83
thankfully,9293,3.8,0.00000630957344480193,10,3,2,3,2,0.2,true,2,2,false,2.83,10,18,22,0,52.83
thrones,9294,3.8,0.00000630957344480193,7,2,1,3,1,0.14,true,2,2,false,2.83,10,24,22,0,58.83
tick,9295,3.8,0.00000630957344480193,4,1,1,2,1,0.25,true,1,1,true,2.83,30,24,22,0,78.83
traced,9296,3.8,0.00000630957344480193,6,2,1,2,0,0,true,2,2,false,2.83,10,24,22,0,58.83
trent,9297,3.8,0.00000630957344480193,5,1,1,2,0,0,true,2,1,false,2.83,14,24,22,0,62.83
trusts,9298,3.8,0.00000630957344480193,6,1,1,3,0,0,true,2,2,false,2.83,10,24,22,0,58.83
tutorial,9299,3.8,0.00000630957344480193,8,4,1,1,3,0.38,true,1,1,true,2.83,30,24,22,0,78.83
twentieth,9300,3.8,0.00000630957344480193,9,3,1,2,1,0.11,true,2,2,false,2.83,10,18,22,0,52.83
unpleasant,9301,3.8,0.00000630957344480193,10,4,1,3,1,0.1,true,2,2,false,2.83,10,18,22,0,52.83
unrelated,9302,3.8,0.00000630957344480193,9,4,1,2,1,0.11,true,2,2,false,2.83,10,18,22,0,52.83
ussr,9303,3.8,0.00000630957344480193,4,1,2,3,0,0,true,2,2,false,2.83,10,24,22,0,58.83
vacant,9304,3.8,0.00000630957344480193,6,2,1,2,0,0,true,2,2,false,2.83,10,24,22,0,58.83
vent,9305,3.8,0.00000630957344480193,4,1,1,2,0,0,true,1,1,true,2.83,30,24,22,0,78.83
vicinity,9306,3.8,0.00000630957344480193,8,4,1,1,3,0.38,true,2,2,false,2.82,10,24,22,0,58.82
wan,9307,3.8,0.00000630957344480193,3,1,1,1,0,0,false,1,1,true,2.82,30,10,16,0,58.82
wandering,9308,3.8,0.00000630957344480193,9,3,1,2,1,0.11,true,2,2,false,2.82,10,18,22,0,52.82
wardrobe,9309,3.8,0.00000630957344480193,8,3,1,3,1,0.13,true,2,2,false,2.82,10,24,22,0,58.82
warmth,9310,3.8,0.00000630957344480193,6,1,1,4,0,0,true,2,2,false,2.82,10,24,22,0,58.82
weaknesses,9311,3.8,0.00000630957344480193,10,4,2,2,0,0,true,3,3,false,2.82,2,18,22,0,44.82
wines,9312,3.8,0.00000630957344480193,5,2,1,1,1,0.2,true,2,2,false,2.82,10,24,22,0,58.82
wired,9313,3.8,0.00000630957344480193,5,2,1,1,1,0.2,true,2,1,false,2.82,14,24,22,0,62.82
amendments,9314,3.79,0.000006165950018614822,10,3,1,3,0,0,true,3,3,false,2.82,2,18,22,0,44.82
analyses,9315,3.79,0.000006165950018614822,8,4,1,1,1,0.13,true,2,2,false,2.82,10,24,22,0,58.82
asses,9316,3.79,0.000006165950018614822,5,2,2,2,0,0,true,1,1,true,2.82,30,24,22,0,78.82
assessments,9317,3.79,0.000006165950018614822,11,3,2,3,0,0,true,3,3,false,2.82,2,18,16,0,38.82
assisting,9318,3.79,0.000006165950018614822,9,3,2,2,2,0.22,true,2,2,false,2.82,10,18,22,0,52.82
axe,9319,3.79,0.000006165950018614822,3,2,1,1,0,0,false,1,1,true,2.82,30,10,16,0,58.82
backgrounds,9320,3.79,0.000006165950018614822,11,3,1,4,1,0.09,true,2,2,false,2.82,10,18,16,0,46.82
baldwin,9321,3.79,0.000006165950018614822,7,2,1,3,2,0.29,true,3,3,false,2.82,2,24,22,0,50.82
belle,9322,3.79,0.000006165950018614822,5,2,2,2,2,0.4,true,2,2,false,2.82,10,24,22,-4,54.82
bites,9323,3.79,0.000006165950018614822,5,2,1,1,1,0.2,true,2,2,false,2.82,10,24,22,0,58.82
bombers,9324,3.79,0.000006165950018614822,7,2,1,2,1,0.14,true,3,2,false,2.81,6,24,22,0,54.81
bonuses,9325,3.79,0.000006165950018614822,7,3,1,1,1,0.14,true,2,2,false,2.81,10,24,22,0,58.81
bred,9326,3.79,0.000006165950018614822,4,1,1,2,0,0,true,1,1,true,2.81,30,24,22,0,78.81
brexit,9327,3.79,0.000006165950018614822,6,2,1,2,1,0.17,true,2,2,false,2.81,10,24,22,0,58.81
bubbles,9328,3.79,0.000006165950018614822,7,2,2,3,1,0.14,true,2,2,false,2.81,10,24,22,0,58.81
buddha,9329,3.79,0.000006165950018614822,6,2,2,3,0,0,true,3,3,false,2.81,2,24,22,0,50.81
bulletin,9330,3.79,0.000006165950018614822,8,3,2,2,3,0.38,true,2,2,false,2.81,10,24,22,0,58.81
capitalist,9331,3.79,0.000006165950018614822,10,4,1,2,3,0.3,true,2,2,false,2.81,10,18,22,0,52.81
cautious,9332,3.79,0.000006165950018614822,8,5,1,1,2,0.25,true,3,3,false,2.81,2,24,22,0,50.81
clinics,9333,3.79,0.000006165950018614822,7,2,1,2,3,0.43,true,2,2,false,2.81,10,24,22,0,58.81
commitments,9334,3.79,0.000006165950018614822,11,3,2,3,2,0.18,true,2,2,false,2.81,10,18,16,0,46.81
companions,9335,3.79,0.000006165950018614822,10,4,1,2,3,0.3,true,2,2,false,2.81,10,18,22,0,52.81
comparisons,9336,3.79,0.000006165950018614822,11,4,1,2,3,0.27,true,3,2,false,2.81,6,18,16,0,42.81
constable,9337,3.79,0.000006165950018614822,9,3,1,3,2,0.22,true,2,2,false,2.81,10,18,22,0,52.81
cooperate,9338,3.79,0.000006165950018614822,9,5,2,1,2,0.22,true,2,2,false,2.81,10,18,22,0,52.81
coordinated,9339,3.79,0.000006165950018614822,11,5,2,2,3,0.27,true,2,3,false,2.81,6,18,16,0,42.81
copied,9340,3.79,0.000006165950018614822,6,3,1,1,2,0.33,true,2,2,false,2.81,10,24,22,0,58.81
counselor,9341,3.79,0.000006165950018614822,9,4,1,2,3,0.33,true,3,4,false,2.81,-2,18,22,0,40.81
curb,9342,3.79,0.000006165950018614822,4,1,1,2,0,0,true,2,2,false,2.81,10,24,22,0,58.81
dances,9343,3.79,0.000006165950018614822,6,2,1,2,0,0,true,2,2,false,2.8,10,24,22,0,58.8
darren,9344,3.79,0.000006165950018614822,6,2,2,2,0,0,true,2,2,false,2.8,10,24,22,0,58.8
deeds,9345,3.79,0.000006165950018614822,5,2,2,2,0,0,true,2,2,false,2.8,10,24,22,0,58.8
destined,9346,3.79,0.000006165950018614822,8,3,1,2,1,0.13,true,2,2,false,2.8,10,24,22,0,58.8
detached,9347,3.79,0.000006165950018614822,8,3,1,2,0,0,true,2,2,false,2.8,10,24,22,0,58.8
devils,9348,3.79,0.000006165950018614822,6,2,1,2,2,0.33,true,2,2,false,2.8,10,24,22,0,58.8
discounts,9349,3.79,0.000006165950018614822,9,3,1,3,2,0.22,true,2,2,false,2.8,10,18,22,0,52.8
distribute,9350,3.79,0.000006165950018614822,10,4,1,3,2,0.2,true,2,2,false,2.8,10,18,22,0,52.8
dong,9351,3.79,0.000006165950018614822,4,1,1,2,1,0.25,true,1,1,true,2.8,30,24,22,0,78.8
edgar,9352,3.79,0.000006165950018614822,5,2,1,2,0,0,true,2,2,false,2.8,10,24,22,0,58.8
efficiently,9353,3.79,0.000006165950018614822,11,5,2,3,3,0.27,true,2,2,false,2.8,10,18,16,0,46.8
eliminating,9354,3.79,0.000006165950018614822,11,5,1,2,4,0.36,true,2,3,false,2.8,6,18,16,0,42.8
elliott,9355,3.79,0.000006165950018614822,7,3,2,2,4,0.57,true,2,2,false,2.8,10,24,22,0,58.8
encouragement,9356,3.79,0.000006165950018614822,13,6,1,2,1,0.08,false,3,3,false,2.8,2,10,16,0,30.8
enforced,9357,3.79,0.000006165950018614822,8,3,1,2,1,0.13,true,2,2,false,2.8,10,24,22,0,58.8
evan,9358,3.79,0.000006165950018614822,4,2,1,1,0,0,true,2,2,false,2.8,10,24,22,0,58.8
explosives,9359,3.79,0.000006165950018614822,10,4,1,3,3,0.3,true,3,3,false,2.8,2,18,22,0,44.8
faction,9360,3.79,0.000006165950018614822,7,3,1,2,2,0.29,true,1,2,false,2.8,14,24,22,0,62.8
fascist,9361,3.79,0.000006165950018614822,7,2,1,2,1,0.14,true,3,3,false,2.8,2,24,22,0,50.8
feathers,9362,3.79,0.000006165950018614822,8,3,1,2,0,0,true,2,2,false,2.79,10,24,22,0,58.79
fixtures,9363,3.79,0.000006165950018614822,8,3,1,2,1,0.13,true,1,1,true,2.79,30,24,22,0,78.79
flooded,9364,3.79,0.000006165950018614822,7,3,2,2,3,0.43,true,3,3,false,2.79,2,24,22,0,50.79
fuller,9365,3.79,0.000006165950018614822,6,2,2,2,2,0.33,true,2,2,false,2.79,10,24,22,0,58.79
gamble,9366,3.79,0.000006165950018614822,6,2,1,3,1,0.17,true,2,2,false,2.79,10,24,22,0,58.79
goalkeeper,9367,3.79,0.000006165950018614822,10,5,2,2,2,0.2,true,2,2,false,2.79,10,18,22,0,52.79
grandchildren,9368,3.79,0.000006165950018614822,13,3,1,4,2,0.15,false,2,2,false,2.79,10,10,16,0,38.79
guardians,9369,3.79,0.000006165950018614822,9,4,1,2,1,0.11,true,2,2,false,2.79,10,18,22,0,52.79
harmless,9370,3.79,0.000006165950018614822,8,2,2,3,1,0.13,true,3,2,false,2.79,6,24,22,0,54.79
hearings,9371,3.79,0.000006165950018614822,8,3,1,3,1,0.13,true,2,2,false,2.79,10,24,22,0,58.79
hesitate,9372,3.79,0.000006165950018614822,8,4,1,1,1,0.13,true,2,2,false,2.79,10,24,22,0,58.79
hid,9373,3.79,0.000006165950018614822,3,1,1,1,1,0.33,false,1,1,true,2.79,30,10,16,0,58.79
hips,9374,3.79,0.000006165950018614822,4,1,1,2,1,0.25,true,1,1,true,2.79,30,24,22,0,78.79
hopeful,9375,3.79,0.000006165950018614822,7,3,1,1,2,0.29,true,2,2,false,2.79,10,24,22,0,58.79
horny,9376,3.79,0.000006165950018614822,5,2,1,2,1,0.2,true,2,2,false,2.79,10,24,22,0,58.79
hungarian,9377,3.79,0.000006165950018614822,9,4,1,2,1,0.11,true,2,2,false,2.79,10,18,22,0,52.79
hygiene,9378,3.79,0.000006165950018614822,7,4,1,1,1,0.14,true,2,3,false,2.79,6,24,22,0,54.79
iceland,9379,3.79,0.000006165950018614822,7,3,1,2,2,0.29,true,2,2,false,2.79,10,24,22,0,58.79
imaginary,9380,3.79,0.000006165950018614822,9,5,1,1,2,0.22,true,2,2,false,2.79,10,18,22,0,52.79
imprisoned,9381,3.79,0.000006165950018614822,10,4,1,3,3,0.3,true,4,4,false,2.78,-6,18,22,0,36.78
inconsistent,9382,3.79,0.000006165950018614822,12,4,1,2,3,0.25,true,2,2,false,2.78,10,18,16,0,46.78
int,9383,3.79,0.000006165950018614822,3,1,1,2,1,0.33,false,1,1,true,2.78,30,10,16,0,58.78
iso,9384,3.79,0.000006165950018614822,3,2,1,1,2,0.67,false,1,1,true,2.78,30,10,16,-6,52.78
jared,9385,3.79,0.000006165950018614822,5,2,1,1,0,0,true,2,2,false,2.78,10,24,22,0,58.78
johnston,9386,3.79,0.000006165950018614822,8,2,1,4,2,0.25,true,2,2,false,2.78,10,24,22,0,58.78
judy,9387,3.79,0.000006165950018614822,4,2,1,1,0,0,true,2,2,false,2.78,10,24,22,0,58.78
kindergarten,9388,3.79,0.000006165950018614822,12,4,1,2,1,0.08,true,2,2,false,2.78,10,18,16,0,46.78
latino,9389,3.79,0.000006165950018614822,6,3,1,1,3,0.5,true,2,2,false,2.78,10,24,22,0,58.78
lopez,9390,3.79,0.000006165950018614822,5,2,1,1,2,0.4,true,2,2,false,2.78,10,24,22,-4,54.78
loudly,9391,3.79,0.000006165950018614822,6,3,1,2,3,0.5,true,2,3,false,2.78,6,24,22,0,54.78
mechanic,9392,3.79,0.000006165950018614822,8,3,1,2,1,0.13,true,3,2,false,2.78,6,24,22,0,54.78
megan,9393,3.79,0.000006165950018614822,5,2,1,1,0,0,true,2,2,false,2.78,10,24,22,0,58.78
mls,9394,3.79,0.000006165950018614822,3,0,1,3,1,0.33,false,2,2,false,2.78,10,10,-4,0,18.78
modify,9395,3.79,0.000006165950018614822,6,3,1,1,2,0.33,true,1,1,true,2.78,30,24,22,0,78.78
neglect,9396,3.79,0.000006165950018614822,7,2,1,2,1,0.14,true,2,2,false,2.78,10,24,22,0,58.78
northwestern,9397,3.79,0.000006165950018614822,12,3,1,4,1,0.08,true,2,2,false,2.78,10,18,16,0,46.78
offenders,9398,3.79,0.000006165950018614822,9,3,2,2,1,0.11,true,2,2,false,2.78,10,18,22,0,52.78
oppression,9399,3.79,0.000006165950018614822,10,4,2,3,3,0.3,true,2,2,false,2.77,10,18,22,0,52.77
patriotic,9400,3.79,0.000006165950018614822,9,4,1,2,3,0.33,true,3,3,false,2.77,2,18,22,0,44.77
phillip,9401,3.79,0.000006165950018614822,7,2,2,2,4,0.57,true,3,3,false,2.77,2,24,22,0,50.77
pictured,9402,3.79,0.000006165950018614822,8,3,1,2,1,0.13,true,1,1,true,2.77,30,24,22,0,78.77
pitcher,9403,3.79,0.000006165950018614822,7,2,1,3,1,0.14,true,2,2,false,2.77,10,24,22,0,58.77
playground,9404,3.79,0.000006165950018614822,10,4,1,2,2,0.2,true,2,2,false,2.77,10,18,22,0,52.77
populated,9405,3.79,0.000006165950018614822,9,4,1,1,2,0.22,true,2,2,false,2.77,10,18,22,0,52.77
poses,9406,3.79,0.000006165950018614822,5,2,1,1,1,0.2,true,1,1,true,2.77,30,24,22,0,78.77
positioned,9407,3.79,0.000006165950018614822,10,5,1,1,4,0.4,true,2,2,false,2.77,10,18,22,0,52.77
prejudice,9408,3.79,0.000006165950018614822,9,4,1,2,1,0.11,true,3,2,false,2.77,6,18,22,0,48.77
preston,9409,3.79,0.000006165950018614822,7,2,1,2,1,0.14,true,2,2,false,2.77,10,24,22,0,58.77
probable,9410,3.79,0.000006165950018614822,8,3,1,2,2,0.25,true,2,2,false,2.77,10,24,22,0,58.77
probation,9411,3.79,0.000006165950018614822,9,4,1,2,3,0.33,true,2,2,false,2.77,10,18,22,0,52.77
projection,9412,3.79,0.000006165950018614822,10,4,1,2,3,0.3,true,1,1,true,2.77,30,18,22,0,72.77
promotes,9413,3.79,0.000006165950018614822,8,3,1,2,2,0.25,true,2,2,false,2.77,10,24,22,0,58.77
pumped,9414,3.79,0.000006165950018614822,6,2,1,2,0,0,true,2,2,false,2.77,10,24,22,0,58.77
rails,9415,3.79,0.000006165950018614822,5,2,1,2,2,0.4,true,1,1,true,2.77,30,24,22,-4,74.77
raven,9416,3.79,0.000006165950018614822,5,2,1,1,0,0,true,2,2,false,2.77,10,24,22,0,58.77
receptor,9417,3.79,0.000006165950018614822,8,3,1,2,1,0.13,true,2,2,false,2.77,10,24,22,0,58.77
rehab,9418,3.79,0.000006165950018614822,5,2,1,1,0,0,true,2,2,false,2.76,10,24,22,0,58.76
remake,9419,3.79,0.000006165950018614822,6,3,1,1,0,0,true,2,2,false,2.76,10,24,22,0,58.76
rendering,9420,3.79,0.000006165950018614822,9,3,1,2,1,0.11,true,2,2,false,2.76,10,18,22,0,52.76
reproduction,9421,3.79,0.000006165950018614822,12,5,1,2,3,0.25,true,2,2,false,2.76,10,18,16,0,46.76
res,9422,3.79,0.000006165950018614822,3,1,1,1,0,0,false,1,1,true,2.76,30,10,16,0,58.76
reservations,9423,3.79,0.000006165950018614822,12,5,1,2,2,0.17,true,2,2,false,2.76,10,18,16,0,46.76
rey,9424,3.79,0.000006165950018614822,3,2,1,1,0,0,false,1,1,true,2.76,30,10,16,0,58.76
rhode,9425,3.79,0.000006165950018614822,5,2,1,2,1,0.2,true,2,2,false,2.76,10,24,22,0,58.76
shrimp,9426,3.79,0.000006165950018614822,6,1,1,3,1,0.17,true,2,2,false,2.76,10,24,22,0,58.76
similarities,9427,3.79,0.000006165950018614822,12,6,1,1,5,0.42,true,2,2,false,2.76,10,18,16,0,46.76
skins,9428,3.79,0.000006165950018614822,5,1,1,2,1,0.2,true,1,1,true,2.76,30,24,22,0,78.76
slopes,9429,3.79,0.000006165950018614822,6,2,1,2,2,0.33,true,3,2,false,2.76,6,24,22,0,54.76
spelled,9430,3.79,0.000006165950018614822,7,2,2,2,2,0.29,true,2,2,false,2.76,10,24,22,0,58.76
spokesman,9431,3.79,0.000006165950018614822,9,3,1,2,1,0.11,true,3,3,false,2.76,2,18,22,0,44.76
springfield,9432,3.79,0.000006165950018614822,11,3,1,3,3,0.27,true,2,2,false,2.76,10,18,16,0,46.76
stained,9433,3.79,0.000006165950018614822,7,3,1,2,1,0.14,true,2,2,false,2.76,10,24,22,0,58.76
stall,9434,3.79,0.000006165950018614822,5,1,2,2,2,0.4,true,2,1,false,2.76,14,24,22,-4,58.76
starving,9435,3.79,0.000006165950018614822,8,2,1,2,1,0.13,true,2,2,false,2.76,10,24,22,0,58.76
strap,9436,3.79,0.000006165950018614822,5,1,1,3,0,0,true,1,1,true,2.76,30,24,22,0,78.76
subjective,9437,3.79,0.000006165950018614822,10,4,1,2,1,0.1,true,2,2,false,2.75,10,18,22,0,52.75
surround,9438,3.79,0.000006165950018614822,8,3,2,2,1,0.13,true,2,2,false,2.75,10,24,22,0,58.75
surroundings,9439,3.79,0.000006165950018614822,12,4,2,3,2,0.17,true,3,3,false,2.75,2,18,16,0,38.75
sweeping,9440,3.79,0.000006165950018614822,8,3,2,2,1,0.13,true,3,3,false,2.75,2,24,22,0,50.75
swinging,9441,3.79,0.000006165950018614822,8,2,1,2,2,0.25,true,2,3,false,2.75,6,24,22,0,54.75
tearing,9442,3.79,0.000006165950018614822,7,3,1,2,1,0.14,true,2,2,false,2.75,10,24,22,0,58.75
traumatic,9443,3.79,0.000006165950018614822,9,4,1,2,1,0.11,true,2,2,false,2.75,10,18,22,0,52.75
trillion,9444,3.79,0.000006165950018614822,8,3,2,2,5,0.63,true,2,2,false,2.75,10,24,22,0,58.75
tucker,9445,3.79,0.000006165950018614822,6,2,1,2,0,0,true,2,2,false,2.75,10,24,22,0,58.75
vatican,9446,3.79,0.000006165950018614822,7,3,1,1,1,0.14,true,2,3,false,2.75,6,24,22,0,54.75
vendor,9447,3.79,0.000006165950018614822,6,2,1,2,1,0.17,true,1,1,true,2.75,30,24,22,0,78.75
watts,9448,3.79,0.000006165950018614822,5,1,2,3,0,0,true,2,2,false,2.75,10,24,22,0,58.75
abbott,9449,3.78,0.000006025595860743581,6,2,2,2,1,0.17,true,2,2,false,2.75,10,24,22,0,58.75
aboriginal,9450,3.78,0.000006025595860743581,10,5,1,1,4,0.4,true,2,2,false,2.75,10,18,22,0,52.75
academics,9451,3.78,0.000006025595860743581,9,4,1,2,1,0.11,true,2,2,false,2.75,10,18,22,0,52.75
adopting,9452,3.78,0.000006025595860743581,8,3,1,2,2,0.25,true,2,3,false,2.75,6,24,22,0,54.75
alignment,9453,3.78,0.000006025595860743581,9,3,1,3,2,0.22,true,1,1,true,2.75,30,18,22,0,72.75
allergic,9454,3.78,0.000006025595860743581,8,3,2,2,3,0.38,true,2,2,false,2.75,10,24,22,0,58.75
allison,9455,3.78,0.000006025595860743581,7,3,2,2,4,0.57,true,2,2,false,2.75,10,24,22,0,58.75
amended,9456,3.78,0.000006025595860743581,7,3,1,2,0,0,true,2,2,false,2.74,10,24,22,0,58.74
apparatus,9457,3.78,0.000006025595860743581,9,4,2,2,0,0,true,3,2,false,2.74,6,18,22,0,48.74
assumes,9458,3.78,0.000006025595860743581,7,3,2,2,0,0,true,2,2,false,2.74,10,24,22,0,58.74
avengers,9459,3.78,0.000006025595860743581,8,3,1,2,0,0,true,2,2,false,2.74,10,24,22,0,58.74
backpack,9460,3.78,0.000006025595860743581,8,2,1,3,0,0,true,2,2,false,2.74,10,24,22,0,58.74
balcony,9461,3.78,0.000006025595860743581,7,3,1,2,2,0.29,true,3,2,false,2.74,6,24,22,0,54.74
banker,9462,3.78,0.000006025595860743581,6,2,1,2,0,0,true,2,2,false,2.74,10,24,22,0,58.74
bliss,9463,3.78,0.000006025595860743581,5,1,2,2,2,0.4,true,2,2,false,2.74,10,24,22,-4,54.74
bodily,9464,3.78,0.000006025595860743581,6,3,1,1,3,0.5,true,3,2,false,2.74,6,24,22,0,54.74
buffer,9465,3.78,0.000006025595860743581,6,2,2,2,0,0,true,1,1,true,2.74,30,24,22,0,78.74
calgary,9466,3.78,0.000006025595860743581,7,3,1,2,1,0.14,true,2,2,false,2.74,10,24,22,0,58.74
chapman,9467,3.78,0.000006025595860743581,7,2,1,2,0,0,true,2,2,false,2.74,10,24,22,0,58.74
chopped,9468,3.78,0.000006025595860743581,7,2,2,2,1,0.14,true,2,2,false,2.74,10,24,22,0,58.74
collaborative,9469,3.78,0.000006025595860743581,13,6,2,2,5,0.38,false,3,3,false,2.74,2,10,16,0,30.74
commenced,9470,3.78,0.000006025595860743581,9,3,2,2,1,0.11,true,2,2,false,2.74,10,18,22,0,52.74
compensate,9471,3.78,0.000006025595860743581,10,4,1,2,1,0.1,true,3,3,false,2.74,2,18,22,0,44.74
compromised,9472,3.78,0.000006025595860743581,11,4,1,3,3,0.27,true,3,3,false,2.74,2,18,16,0,38.74
constructive,9473,3.78,0.000006025595860743581,12,4,1,4,2,0.17,true,2,2,false,2.74,10,18,16,0,46.74
conventions,9474,3.78,0.000006025595860743581,11,4,1,2,3,0.27,true,2,2,false,2.74,10,18,16,0,46.74
cosmic,9475,3.78,0.000006025595860743581,6,2,1,2,2,0.33,true,2,2,false,2.73,10,24,22,0,58.73
crystals,9476,3.78,0.000006025595860743581,8,2,1,2,1,0.13,true,2,2,false,2.73,10,24,22,0,58.73
