word,rank,zipf,frequency,char_length,vowel_count,max_repeated_run,max_consonant_run,confusable_count,confusable_ratio,pronounceable,cl100k_tokens,o200k_tokens,shared_single_token,commonness_score,tokenizer_fit_score,readability_score,pronounceability_score,ambiguity_penalty,composite_score
the,1,7.73,0.05370317963702527,3,1,1,2,0,0,false,1,1,true,45,30,10,16,0,101
and,2,7.41,0.025703957827688632,3,1,1,2,0,0,false,1,1,true,42.98,30,10,16,0,98.98
for,3,7.01,0.010232929922807542,3,1,1,1,1,0.33,false,1,1,true,41.54,30,10,16,0,97.54
that,4,7.01,0.010232929922807542,4,1,1,2,0,0,true,1,1,true,40.42,30,24,22,0,116.42
you,5,6.98,0.009549925860214359,3,3,1,0,1,0.33,false,1,1,true,39.51,30,10,16,0,95.51
with,6,6.85,0.00707945784384138,4,1,1,2,1,0.25,true,1,1,true,38.74,30,24,22,0,114.74
this,7,6.82,0.006606934480075957,4,1,1,2,1,0.25,true,1,1,true,38.08,30,24,22,0,114.08
was,8,6.82,0.006606934480075957,3,1,1,1,0,0,false,1,1,true,37.49,30,10,16,0,93.49
are,9,6.74,0.005495408738576248,3,2,1,1,0,0,false,1,1,true,36.96,30,10,16,0,92.96
have,10,6.71,0.005128613839913648,4,2,1,1,0,0,true,1,1,true,36.49,30,24,22,0,112.49
not,11,6.69,0.004897788193684461,3,1,1,1,1,0.33,false,1,1,true,36.05,30,10,16,0,92.05
but,12,6.63,0.004265795188015925,3,1,1,1,0,0,false,1,1,true,35.65,30,10,16,0,91.65
from,13,6.63,0.004265795188015925,4,1,1,2,1,0.25,true,1,1,true,35.28,30,24,22,0,111.28
your,14,6.53,0.003388441561392024,4,3,1,1,1,0.25,true,1,1,true,34.94,30,24,22,0,110.94
all,15,6.52,0.0033113112148259113,3,1,2,2,2,0.67,false,1,1,true,34.62,30,10,16,-6,84.62
his,16,6.51,0.003235936569296281,3,1,1,1,1,0.33,false,1,1,true,34.31,30,10,16,0,90.31
they,17,6.5,0.0031622776601683794,4,2,1,2,0,0,true,1,1,true,34.03,30,24,22,0,110.03
one,18,6.47,0.002951209226666387,3,2,1,1,1,0.33,false,1,1,true,33.76,30,10,16,0,89.76
can,19,6.46,0.002884031503126606,3,1,1,1,0,0,false,1,1,true,33.5,30,10,16,0,89.5
will,20,6.45,0.002818382931264455,4,1,2,2,3,0.75,true,1,1,true,33.26,30,24,22,-6,103.26
just,21,6.43,0.0026915348039269166,4,1,1,2,0,0,true,1,1,true,33.03,30,24,22,0,109.03
like,22,6.41,0.0025703957827688645,4,2,1,1,2,0.5,true,1,1,true,32.8,30,24,22,-6,102.8
about,23,6.4,0.0025118864315095794,5,3,1,1,1,0.2,true,1,1,true,32.59,30,24,22,0,108.59
out,24,6.38,0.00239883291901949,3,2,1,1,1,0.33,false,1,1,true,32.39,30,10,16,0,88.39
what,25,6.38,0.00239883291901949,4,1,1,2,0,0,true,1,1,true,32.19,30,24,22,0,108.19
has,26,6.37,0.0023442288153199225,3,1,1,1,0,0,false,1,1,true,32,30,10,16,0,88
when,27,6.37,0.0023442288153199225,4,1,1,2,0,0,true,1,1,true,31.82,30,24,22,0,107.82
more,28,6.36,0.0022908676527677724,4,2,1,1,1,0.25,true,1,1,true,31.65,30,24,22,0,107.65
were,29,6.34,0.0021877616239495516,4,2,1,1,0,0,true,1,1,true,31.48,30,24,22,0,107.48
who,30,6.34,0.0021877616239495516,3,1,1,2,1,0.33,false,1,1,true,31.31,30,10,16,0,87.31
had,31,6.33,0.0021379620895022326,3,1,1,1,0,0,false,1,1,true,31.15,30,10,16,0,87.15
their,32,6.33,0.0021379620895022326,5,2,1,2,1,0.2,true,1,1,true,31,30,24,22,0,107
there,33,6.31,0.0020417379446695297,5,2,1,2,0,0,true,1,1,true,30.85,30,24,22,0,106.85
her,34,6.3,0.001995262314968879,3,1,1,1,0,0,false,1,1,true,30.71,30,10,16,0,86.71
which,35,6.3,0.001995262314968879,5,1,1,2,1,0.2,true,1,1,true,30.57,30,24,22,0,106.57
time,36,6.29,0.0019498445997580456,4,2,1,1,1,0.25,true,1,1,true,30.43,30,24,22,0,106.43
get,37,6.28,0.0019054607179632462,3,1,1,1,0,0,false,1,1,true,30.3,30,10,16,0,86.3
been,38,6.27,0.0018620871366628676,4,2,2,1,0,0,true,1,1,true,30.17,30,24,22,0,106.17
would,39,6.27,0.0018620871366628676,5,2,1,2,2,0.4,true,1,1,true,30.04,30,24,22,-4,102.04
she,40,6.26,0.0018197008586099826,3,1,1,2,0,0,false,1,1,true,29.92,30,10,16,0,85.92
new,41,6.25,0.0017782794100389228,3,1,1,1,0,0,false,1,1,true,29.8,30,10,16,0,85.8
people,42,6.25,0.0017782794100389228,6,3,1,2,2,0.33,true,1,1,true,29.68,30,24,22,0,105.68
how,43,6.24,0.0017378008287493763,3,1,1,1,1,0.33,false,1,1,true,29.56,30,10,16,0,85.56
some,44,6.2,0.001584893192461114,4,2,1,1,1,0.25,true,1,1,true,29.45,30,24,22,0,105.45
also,45,6.19,0.0015488166189124811,4,2,1,2,2,0.5,true,1,1,true,29.34,30,24,22,-6,99.34
them,46,6.19,0.0015488166189124811,4,1,1,2,0,0,true,1,1,true,29.23,30,24,22,0,105.23
now,47,6.18,0.0015135612484362087,3,1,1,1,1,0.33,false,1,1,true,29.13,30,10,16,0,85.13
other,48,6.16,0.001445439770745928,5,2,1,2,1,0.2,true,1,1,true,29.03,30,24,22,0,105.03
its,49,6.14,0.0013803842646028853,3,1,1,2,1,0.33,false,1,1,true,28.93,30,10,16,0,84.93
our,50,6.14,0.0013803842646028853,3,2,1,1,1,0.33,false,1,1,true,28.83,30,10,16,0,84.83
than,51,6.13,0.0013489628825916534,4,1,1,2,0,0,true,1,1,true,28.73,30,24,22,0,104.73
good,52,6.12,0.0013182567385564073,4,2,2,1,2,0.5,true,1,1,true,28.63,30,24,22,-6,98.63
only,53,6.12,0.0013182567385564073,4,2,1,2,2,0.5,true,1,1,true,28.54,30,24,22,-6,98.54
after,54,6.11,0.0012882495516931337,5,2,1,2,0,0,true,1,1,true,28.45,30,24,22,0,104.45
first,55,6.11,0.0012882495516931337,5,1,1,3,1,0.2,true,1,1,true,28.36,30,24,22,0,104.36
him,56,6.11,0.0012882495516931337,3,1,1,1,1,0.33,false,1,1,true,28.27,30,10,16,0,84.27
into,57,6.11,0.0012882495516931337,4,2,1,2,2,0.5,true,1,1,true,28.18,30,24,22,-6,98.18
know,58,6.1,0.0012589254117941675,4,1,1,2,1,0.25,true,1,1,true,28.1,30,24,22,0,104.1
see,59,6.1,0.0012589254117941675,3,2,2,1,0,0,false,1,1,true,28.01,30,10,16,0,84.01
two,60,6.1,0.0012589254117941675,3,1,1,2,1,0.33,false,1,1,true,27.93,30,10,16,0,83.93
make,61,6.08,0.001202264434617413,4,2,1,1,0,0,true,1,1,true,27.85,30,24,22,0,103.85
over,62,6.08,0.001202264434617413,4,2,1,1,1,0.25,true,1,1,true,27.77,30,24,22,0,103.77
think,63,6.08,0.001202264434617413,5,1,1,2,1,0.2,true,1,1,true,27.69,30,24,22,0,103.69
any,64,6.07,0.001174897554939529,3,2,1,1,0,0,false,1,1,true,27.61,30,10,16,0,83.61
then,65,6.07,0.001174897554939529,4,1,1,2,0,0,true,1,1,true,27.54,30,24,22,0,103.54
could,66,6.06,0.0011481536214968829,5,2,1,2,2,0.4,true,1,1,true,27.46,30,24,22,-4,99.46
back,67,6.04,0.0010964781961431851,4,1,1,2,0,0,true,1,1,true,27.39,30,24,22,0,103.39
these,68,6.04,0.0010964781961431851,5,2,1,2,0,0,true,1,1,true,27.32,30,24,22,0,103.32
want,69,6.04,0.0010964781961431851,4,1,1,2,0,0,true,1,1,true,27.24,30,24,22,0,103.24
because,70,6.03,0.001071519305237606,7,4,1,1,0,0,true,1,1,true,27.17,30,24,22,0,103.17
well,71,6.03,0.001071519305237606,4,1,2,2,2,0.5,true,1,1,true,27.1,30,24,22,-6,97.1
said,72,6.01,0.0010232929922807535,4,2,1,1,1,0.25,true,1,1,true,27.04,30,24,22,0,103.04
way,73,6.01,0.0010232929922807535,3,2,1,1,0,0,false,1,1,true,26.97,30,10,16,0,82.97
most,74,6,0.001,4,1,1,2,1,0.25,true,1,1,true,26.9,30,24,22,0,102.9
much,75,6,0.001,4,1,1,2,0,0,true,1,1,true,26.83,30,24,22,0,102.83
very,76,6,0.001,4,2,1,1,0,0,true,1,1,true,26.77,30,24,22,0,102.77
where,77,6,0.001,5,2,1,2,0,0,true,1,1,true,26.7,30,24,22,0,102.7
even,78,5.99,0.000977237220955811,4,2,1,1,0,0,true,1,1,true,26.64,30,24,22,0,102.64
should,79,5.99,0.000977237220955811,6,2,1,2,2,0.33,true,1,1,true,26.58,30,24,22,0,102.58
may,80,5.98,0.0009549925860214359,3,2,1,1,0,0,false,1,1,true,26.52,30,10,16,0,82.52
here,81,5.97,0.0009332543007969915,4,2,1,1,0,0,true,1,1,true,26.45,30,24,22,0,102.45
need,82,5.97,0.0009332543007969915,4,2,2,1,0,0,true,1,1,true,26.39,30,24,22,0,102.39
really,83,5.97,0.0009332543007969915,6,3,2,2,2,0.33,true,1,1,true,26.33,30,24,22,0,102.33
did,84,5.96,0.0009120108393559096,3,1,1,1,1,0.33,false,1,1,true,26.28,30,10,16,0,82.28
right,85,5.96,0.0009120108393559096,5,1,1,3,1,0.2,true,1,1,true,26.22,30,24,22,0,102.22
work,86,5.96,0.0009120108393559096,4,1,1,2,1,0.25,true,1,1,true,26.16,30,24,22,0,102.16
year,87,5.96,0.0009120108393559096,4,3,1,1,0,0,true,1,1,true,26.1,30,24,22,0,102.1
years,88,5.96,0.0009120108393559096,5,3,1,2,0,0,true,1,1,true,26.05,30,24,22,0,102.05
being,89,5.95,0.0008912509381337459,5,2,1,2,1,0.2,true,1,1,true,25.99,30,24,22,0,101.99
day,90,5.95,0.0008912509381337459,3,2,1,1,0,0,false,1,1,true,25.93,30,10,16,0,81.93
too,91,5.95,0.0008912509381337459,3,2,2,1,2,0.67,false,1,1,true,25.88,30,10,16,-6,75.88
going,92,5.94,0.0008709635899560805,5,2,1,2,2,0.4,true,1,1,true,25.83,30,24,22,-4,97.83
before,93,5.93,0.0008511380382023768,6,3,1,1,1,0.17,true,1,1,true,25.77,30,24,22,0,101.77
off,94,5.93,0.0008511380382023768,3,1,2,2,1,0.33,false,1,1,true,25.72,30,10,16,0,81.72
why,95,5.93,0.0008511380382023768,3,1,1,2,0,0,false,1,1,true,25.67,30,10,16,0,81.67
made,96,5.92,0.0008317637711026709,4,2,1,1,0,0,true,1,1,true,25.62,30,24,22,0,101.62
still,97,5.92,0.0008317637711026709,5,1,2,2,3,0.6,true,1,1,true,25.56,30,24,22,-4,97.56
take,98,5.92,0.0008317637711026709,4,2,1,1,0,0,true,1,1,true,25.51,30,24,22,0,101.51
got,99,5.91,0.0008128305161640995,3,1,1,1,1,0.33,false,1,1,true,25.46,30,10,16,0,81.46
many,100,5.91,0.0008128305161640995,4,2,1,1,0,0,true,1,1,true,25.41,30,24,22,0,101.41
never,101,5.91,0.0008128305161640995,5,2,1,1,0,0,true,1,1,true,25.36,30,24,22,0,101.36
those,102,5.9,0.0007943282347242813,5,2,1,2,1,0.2,true,1,1,true,25.32,30,24,22,0,101.32
life,103,5.89,0.0007762471166286919,4,2,1,1,2,0.5,true,1,1,true,25.27,30,24,22,-6,95.27
say,104,5.89,0.0007762471166286919,3,2,1,1,0,0,false,1,1,true,25.22,30,10,16,0,81.22
world,105,5.89,0.0007762471166286919,5,1,1,3,2,0.4,true,1,1,true,25.17,30,24,22,-4,97.17
down,106,5.88,0.0007585775750291836,4,1,1,2,1,0.25,true,1,1,true,25.13,30,24,22,0,101.13
great,107,5.88,0.0007585775750291836,5,2,1,2,0,0,true,1,1,true,25.08,30,24,22,0,101.08
through,108,5.87,0.0007413102413009177,7,2,1,3,1,0.14,true,1,1,true,25.03,30,24,22,0,101.03
last,109,5.86,0.0007244359600749898,4,1,1,2,1,0.25,true,1,1,true,24.99,30,24,22,0,100.99
while,110,5.86,0.0007244359600749898,5,2,1,2,2,0.4,true,1,1,true,24.94,30,24,22,-4,96.94
best,111,5.84,0.0006918309709189362,4,1,1,2,0,0,true,1,1,true,24.9,30,24,22,0,100.9
such,112,5.84,0.0006918309709189362,4,1,1,2,0,0,true,1,1,true,24.85,30,24,22,0,100.85
love,113,5.82,0.0006606934480075958,4,2,1,1,2,0.5,true,1,1,true,24.81,30,24,22,-6,94.81
man,114,5.82,0.0006606934480075958,3,1,1,1,0,0,false,1,1,true,24.77,30,10,16,0,80.77
home,115,5.81,0.0006456542290346557,4,2,1,1,1,0.25,true,1,1,true,24.72,30,24,22,0,100.72
long,116,5.81,0.0006456542290346557,4,1,1,2,2,0.5,true,1,1,true,24.68,30,24,22,-6,94.68
look,117,5.81,0.0006456542290346557,4,2,2,1,3,0.75,true,1,1,true,24.64,30,24,22,-6,94.64
something,118,5.81,0.0006456542290346557,9,3,1,2,2,0.22,true,1,1,true,24.59,30,18,22,0,94.59
use,119,5.81,0.0006456542290346557,3,2,1,1,0,0,false,1,1,true,24.55,30,10,16,0,80.55
same,120,5.8,0.000630957344480193,4,2,1,1,0,0,true,1,1,true,24.51,30,24,22,0,100.51
used,121,5.8,0.000630957344480193,4,2,1,1,0,0,true,1,1,true,24.47,30,24,22,0,100.47
both,122,5.79,0.0006165950018614823,4,1,1,2,1,0.25,true,1,1,true,24.43,30,24,22,0,100.43
every,123,5.79,0.0006165950018614823,5,3,1,1,0,0,true,1,1,true,24.39,30,24,22,0,100.39
come,124,5.78,0.0006025595860743575,4,2,1,1,1,0.25,true,1,1,true,24.35,30,24,22,0,100.35
part,125,5.78,0.0006025595860743575,4,1,1,2,0,0,true,1,1,true,24.31,30,24,22,0,100.31
state,126,5.78,0.0006025595860743575,5,2,1,2,0,0,true,1,1,true,24.27,30,24,22,0,100.27
three,127,5.78,0.0006025595860743575,5,2,2,3,0,0,true,1,1,true,24.23,30,24,22,0,100.23
around,128,5.77,0.0005888436553555889,6,3,1,2,1,0.17,true,1,1,true,24.19,30,24,22,0,100.19
between,129,5.77,0.0005888436553555889,7,3,2,2,0,0,true,1,1,true,24.15,30,24,22,0,100.15
always,130,5.76,0.0005754399373371566,6,3,1,2,1,0.17,true,1,1,true,24.12,30,24,22,0,100.12
better,131,5.76,0.0005754399373371566,6,2,2,2,0,0,true,1,1,true,24.08,30,24,22,0,100.08
find,132,5.76,0.0005754399373371566,4,1,1,2,1,0.25,true,1,1,true,24.04,30,24,22,0,100.04
help,133,5.75,0.0005623413251903491,4,1,1,2,1,0.25,true,1,1,true,24,30,24,22,0,100
high,134,5.75,0.0005623413251903491,4,1,1,2,1,0.25,true,1,1,true,23.97,30,24,22,0,99.97
little,135,5.75,0.0005623413251903491,6,2,2,3,3,0.5,true,1,1,true,23.93,30,24,22,0,99.93
old,136,5.75,0.0005623413251903491,3,1,1,2,2,0.67,false,1,1,true,23.89,30,10,16,-6,73.89
since,137,5.75,0.0005623413251903491,5,2,1,2,1,0.2,true,1,1,true,23.86,30,24,22,0,99.86
another,138,5.74,0.0005495408738576248,7,3,1,2,1,0.14,true,1,1,true,23.82,30,24,22,0,99.82
does,139,5.74,0.0005495408738576248,4,2,1,1,1,0.25,true,1,1,true,23.78,30,24,22,0,99.78
own,140,5.74,0.0005495408738576248,3,1,1,2,1,0.33,false,1,1,true,23.75,30,10,16,0,79.75
things,141,5.74,0.0005495408738576248,6,1,1,3,1,0.17,true,1,1,true,23.71,30,24,22,0,99.71
under,142,5.73,0.0005370317963702527,5,2,1,2,0,0,true,1,1,true,23.68,30,24,22,0,99.68
during,143,5.72,0.0005248074602497728,6,2,1,2,1,0.17,true,1,1,true,23.64,30,24,22,0,99.64
game,144,5.72,0.0005248074602497728,4,2,1,1,0,0,true,1,1,true,23.61,30,24,22,0,99.61
thing,145,5.72,0.0005248074602497728,5,1,1,2,1,0.2,true,1,1,true,23.57,30,24,22,0,99.57
give,146,5.71,0.0005128613839913648,4,2,1,1,1,0.25,true,1,1,true,23.54,30,24,22,0,99.54
house,147,5.71,0.0005128613839913648,5,3,1,1,1,0.2,true,1,1,true,23.51,30,24,22,0,99.51
place,148,5.71,0.0005128613839913648,5,2,1,2,1,0.2,true,1,1,true,23.47,30,24,22,0,99.47
school,149,5.71,0.0005128613839913648,6,2,2,3,3,0.5,true,1,1,true,23.44,30,24,22,0,99.44
again,150,5.7,0.0005011872336272725,5,3,1,1,1,0.2,true,1,1,true,23.41,30,24,22,0,99.41
next,151,5.7,0.0005011872336272725,4,1,1,2,0,0,true,1,1,true,23.37,30,24,22,0,99.37
each,152,5.69,0.0004897788193684461,4,2,1,2,0,0,true,1,1,true,23.34,30,24,22,0,99.34
without,153,5.69,0.0004897788193684461,7,3,1,2,2,0.29,true,1,1,true,23.31,30,24,22,0,99.31
against,154,5.68,0.00047863009232263854,7,3,1,3,1,0.14,true,1,1,true,23.28,30,24,22,0,99.28
end,155,5.68,0.00047863009232263854,3,1,1,2,0,0,false,1,1,true,23.24,30,10,16,0,79.24
found,156,5.68,0.00047863009232263854,5,2,1,2,1,0.2,true,1,1,true,23.21,30,24,22,0,99.21
must,157,5.68,0.00047863009232263854,4,1,1,2,0,0,true,1,1,true,23.18,30,24,22,0,99.18
show,158,5.68,0.00047863009232263854,4,1,1,2,1,0.25,true,1,1,true,23.15,30,24,22,0,99.15
big,159,5.67,0.00046773514128719813,3,1,1,1,1,0.33,false,1,1,true,23.12,30,10,16,0,79.12
feel,160,5.67,0.00046773514128719813,4,2,2,1,1,0.25,true,1,1,true,23.09,30,24,22,0,99.09
sure,161,5.67,0.00046773514128719813,4,2,1,1,0,0,true,1,1,true,23.05,30,24,22,0,99.05
team,162,5.67,0.00046773514128719813,4,2,1,1,0,0,true,1,1,true,23.02,30,24,22,0,99.02
ever,163,5.66,0.00045708818961487515,4,2,1,1,0,0,true,1,1,true,22.99,30,24,22,0,98.99
family,164,5.66,0.00045708818961487515,6,3,1,1,2,0.33,true,1,1,true,22.96,30,24,22,0,98.96
keep,165,5.66,0.00045708818961487515,4,2,2,1,0,0,true,1,1,true,22.93,30,24,22,0,98.93
might,166,5.66,0.00045708818961487515,5,1,1,3,1,0.2,true,1,1,true,22.9,30,24,22,0,98.9
please,167,5.66,0.00045708818961487515,6,3,1,2,1,0.17,true,1,1,true,22.87,30,24,22,0,98.87
put,168,5.66,0.00045708818961487515,3,1,1,1,0,0,false,1,1,true,22.84,30,10,16,0,78.84
money,169,5.64,0.0004365158322401661,5,3,1,1,1,0.2,true,1,1,true,22.81,30,24,22,0,98.81
free,170,5.63,0.00042657951880159257,4,2,2,2,0,0,true,1,1,true,22.78,30,24,22,0,98.78
second,171,5.63,0.00042657951880159257,6,2,1,2,1,0.17,true,1,1,true,22.76,30,24,22,0,98.76
someone,172,5.63,0.00042657951880159257,7,4,1,1,2,0.29,true,1,1,true,22.73,30,24,22,0,98.73
away,173,5.62,0.0004168693834703355,4,3,1,1,0,0,true,1,1,true,22.7,30,24,22,0,98.7
left,174,5.62,0.0004168693834703355,4,1,1,2,1,0.25,true,1,1,true,22.67,30,24,22,0,98.67
number,175,5.62,0.0004168693834703355,6,2,1,2,0,0,true,1,1,true,22.64,30,24,22,0,98.64
city,176,5.61,0.0004073802778041126,4,2,1,1,1,0.25,true,1,1,true,22.61,30,24,22,0,98.61
days,177,5.61,0.0004073802778041126,4,2,1,1,0,0,true,1,1,true,22.58,30,24,22,0,98.58
lot,178,5.61,0.0004073802778041126,3,1,1,1,2,0.67,false,1,1,true,22.56,30,10,16,-6,72.56
name,179,5.61,0.0004073802778041126,4,2,1,1,0,0,true,1,1,true,22.53,30,24,22,0,98.53
night,180,5.61,0.0004073802778041126,5,1,1,3,1,0.2,true,1,1,true,22.5,30,24,22,0,98.5
play,181,5.61,0.0004073802778041126,4,2,1,2,1,0.25,true,1,1,true,22.47,30,24,22,0,98.47
until,182,5.61,0.0004073802778041126,5,2,1,2,2,0.4,true,1,1,true,22.45,30,24,22,-4,94.45
company,183,5.6,0.0003981071705534973,7,3,1,2,1,0.14,true,1,1,true,22.42,30,24,22,0,98.42
doing,184,5.6,0.0003981071705534973,5,2,1,2,2,0.4,true,1,1,true,22.39,30,24,22,-4,94.39
few,185,5.6,0.0003981071705534973,3,1,1,1,0,0,false,1,1,true,22.36,30,10,16,0,78.36
let,186,5.6,0.0003981071705534973,3,1,1,1,1,0.33,false,1,1,true,22.34,30,10,16,0,78.34
real,187,5.6,0.0003981071705534973,4,2,1,1,1,0.25,true,1,1,true,22.31,30,24,22,0,98.31
called,188,5.59,0.00038904514499428044,6,2,2,2,2,0.33,true,1,1,true,22.28,30,24,22,0,98.28
different,189,5.59,0.00038904514499428044,9,3,2,2,1,0.11,true,1,1,true,22.26,30,18,22,0,92.26
having,190,5.59,0.00038904514499428044,6,2,1,2,1,0.17,true,1,1,true,22.23,30,24,22,0,98.23
set,191,5.59,0.00038904514499428044,3,1,1,1,0,0,false,1,1,true,22.21,30,10,16,0,78.21
thought,192,5.59,0.00038904514499428044,7,2,1,3,1,0.14,true,1,1,true,22.18,30,24,22,0,98.18
done,193,5.58,0.0003801893963205613,4,2,1,1,1,0.25,true,1,1,true,22.15,30,24,22,0,98.15
however,194,5.58,0.0003801893963205613,7,3,1,1,1,0.14,true,1,1,true,22.13,30,24,22,0,98.13
getting,195,5.57,0.0003715352290971724,7,2,2,2,1,0.14,true,1,1,true,22.1,30,24,22,0,98.1
god,196,5.57,0.0003715352290971724,3,1,1,1,1,0.33,false,1,1,true,22.08,30,10,16,0,78.08
government,197,5.57,0.0003715352290971724,10,3,1,3,1,0.1,true,1,1,true,22.05,30,18,22,0,92.05
group,198,5.57,0.0003715352290971724,5,2,1,2,1,0.2,true,1,1,true,22.03,30,24,22,0,98.03
looking,199,5.57,0.0003715352290971724,7,3,2,2,4,0.57,true,1,1,true,22,30,24,22,0,98
public,200,5.57,0.0003715352290971724,6,2,1,2,2,0.33,true,1,1,true,21.98,30,24,22,0,97.98
top,201,5.57,0.0003715352290971724,3,1,1,1,1,0.33,false,1,1,true,21.95,30,10,16,0,77.95
women,202,5.57,0.0003715352290971724,5,2,1,1,1,0.2,true,1,1,true,21.93,30,24,22,0,97.93
business,203,5.56,0.0003630780547701014,8,3,2,2,1,0.13,true,1,1,true,21.9,30,24,22,0,97.9
care,204,5.56,0.0003630780547701014,4,2,1,1,0,0,true,1,1,true,21.88,30,24,22,0,97.88
start,205,5.56,0.0003630780547701014,5,1,1,2,0,0,true,1,1,true,21.85,30,24,22,0,97.85
system,206,5.56,0.0003630780547701014,6,2,1,2,0,0,true,1,1,true,21.83,30,24,22,0,97.83
times,207,5.56,0.0003630780547701014,5,2,1,1,1,0.2,true,1,1,true,21.81,30,24,22,0,97.81
week,208,5.56,0.0003630780547701014,4,2,2,1,0,0,true,1,1,true,21.78,30,24,22,0,97.78
already,209,5.55,0.0003548133892335753,7,4,1,2,1,0.14,true,1,1,true,21.76,30,24,22,0,97.76
anything,210,5.55,0.0003548133892335753,8,3,1,2,1,0.13,true,1,1,true,21.73,30,24,22,0,97.73
case,211,5.55,0.0003548133892335753,4,2,1,1,0,0,true,1,1,true,21.71,30,24,22,0,97.71
nothing,212,5.55,0.0003548133892335753,7,2,1,2,2,0.29,true,1,1,true,21.69,30,24,22,0,97.69
person,213,5.55,0.0003548133892335753,6,2,1,2,1,0.17,true,1,1,true,21.66,30,24,22,0,97.66
today,214,5.55,0.0003548133892335753,5,3,1,1,1,0.2,true,1,1,true,21.64,30,24,22,0,97.64
change,215,5.54,0.0003467368504525317,6,2,1,2,0,0,true,1,1,true,21.62,30,24,22,0,97.62
enough,216,5.54,0.0003467368504525317,6,3,1,2,1,0.17,true,2,2,false,21.59,10,24,22,0,77.59
everything,217,5.54,0.0003467368504525317,10,4,1,2,1,0.1,true,1,1,true,21.57,30,18,22,0,91.57
full,218,5.54,0.0003467368504525317,4,1,2,2,2,0.5,true,1,1,true,21.55,30,24,22,-6,91.55
live,219,5.54,0.0003467368504525317,4,2,1,1,2,0.5,true,1,1,true,21.53,30,24,22,-6,91.53
making,220,5.54,0.0003467368504525317,6,2,1,2,1,0.17,true,1,1,true,21.5,30,24,22,0,97.5
point,221,5.54,0.0003467368504525317,5,2,1,2,2,0.4,true,1,1,true,21.48,30,24,22,-4,93.48
read,222,5.54,0.0003467368504525317,4,2,1,1,0,0,true,1,1,true,21.46,30,24,22,0,97.46
told,223,5.54,0.0003467368504525317,4,1,1,2,2,0.5,true,2,2,false,21.44,10,24,22,-6,71.44
yet,224,5.54,0.0003467368504525317,3,2,1,1,0,0,false,1,1,true,21.41,30,10,16,0,77.41
bad,225,5.53,0.0003388441561392024,3,1,1,1,0,0,false,1,1,true,21.39,30,10,16,0,77.39
four,226,5.53,0.0003388441561392024,4,2,1,1,1,0.25,true,1,1,true,21.37,30,24,22,0,97.37
hard,227,5.53,0.0003388441561392024,4,1,1,2,0,0,true,1,1,true,21.35,30,24,22,0,97.35
mean,228,5.53,0.0003388441561392024,4,2,1,1,0,0,true,1,1,true,21.33,30,24,22,0,97.33
once,229,5.53,0.0003388441561392024,4,2,1,2,1,0.25,true,1,1,true,21.3,30,24,22,0,97.3
support,230,5.53,0.0003388441561392024,7,2,2,2,1,0.14,true,1,1,true,21.28,30,24,22,0,97.28
tell,231,5.53,0.0003388441561392024,4,1,2,2,2,0.5,true,1,1,true,21.26,30,24,22,-6,91.26
including,232,5.52,0.0003311311214825911,9,3,1,3,3,0.33,true,1,1,true,21.24,30,18,22,0,91.24
music,233,5.52,0.0003311311214825911,5,2,1,1,1,0.2,true,1,1,true,21.22,30,24,22,0,97.22
power,234,5.52,0.0003311311214825911,5,2,1,1,1,0.2,true,1,1,true,21.2,30,24,22,0,97.2
seen,235,5.52,0.0003311311214825911,4,2,2,1,0,0,true,1,1,true,21.18,30,24,22,0,97.18
states,236,5.52,0.0003311311214825911,6,2,1,2,0,0,true,1,1,true,21.15,30,24,22,0,97.15
stop,237,5.52,0.0003311311214825911,4,1,1,2,1,0.25,true,1,1,true,21.13,30,24,22,0,97.13
water,238,5.52,0.0003311311214825911,5,2,1,1,0,0,true,1,1,true,21.11,30,24,22,0,97.11
based,239,5.51,0.0003235936569296281,5,2,1,1,0,0,true,1,1,true,21.09,30,24,22,0,97.09
believe,240,5.51,0.0003235936569296281,7,4,1,1,2,0.29,true,2,2,false,21.07,10,24,22,0,77.07
call,241,5.51,0.0003235936569296281,4,1,2,2,2,0.5,true,1,1,true,21.05,30,24,22,-6,91.05
head,242,5.51,0.0003235936569296281,4,2,1,1,0,0,true,1,1,true,21.03,30,24,22,0,97.03
men,243,5.51,0.0003235936569296281,3,1,1,1,0,0,false,1,1,true,21.01,30,10,16,0,77.01
national,244,5.51,0.0003235936569296281,8,4,1,1,3,0.38,true,1,1,true,20.99,30,24,22,0,96.99
small,245,5.51,0.0003235936569296281,5,1,2,2,2,0.4,true,1,1,true,20.97,30,24,22,-4,92.97
took,246,5.51,0.0003235936569296281,4,2,2,1,2,0.5,true,1,2,false,20.95,14,24,22,-6,74.95
white,247,5.51,0.0003235936569296281,5,2,1,2,1,0.2,true,1,1,true,20.93,30,24,22,0,96.93
came,248,5.5,0.00031622776601683794,4,2,1,1,0,0,true,1,1,true,20.91,30,24,22,0,96.91
far,249,5.5,0.00031622776601683794,3,1,1,1,0,0,false,1,1,true,20.89,30,10,16,0,76.89
job,250,5.5,0.00031622776601683794,3,1,1,1,1,0.33,false,1,1,true,20.87,30,10,16,0,76.87
side,251,5.5,0.00031622776601683794,4,2,1,1,1,0.25,true,1,1,true,20.85,30,24,22,0,96.85
